brand,username,created_at,text,MBTI
Dior,updatekimjisoo,2024-08-27 01:48:49+00:00,@Dior Jisoo beauty queen!! 🤍✨,INFP
Dior,Khadijahsez,2024-08-27 00:57:12+00:00,@Dior Ok,INTJ
Dior,PeggyAnder39743,2024-08-27 00:47:45+00:00,@Dior beautiful~~,INFP
Dior,NaomiLi_99,2024-08-27 00:26:25+00:00,@Dior I love this so much!,INFP
Dior,DCipriano01,2024-08-27 00:16:33+00:00,@Dior Kim Jisoo ❤️,INTP
Dior,RealEst10329820,2024-08-26 23:48:22+00:00,@Dior https://t.co/6r2fPNF6pn,INTP
Dior,beentherdoneth1,2024-08-26 23:47:59+00:00,"@Dior LOL! are they using the same skin bleach, Zeta White maybe? LOL! Freaks. So glad I don't have to bleach my skin for it to be so amazing, it's already that way naturally.    #Bleaching   #loveyourskin https://t.co/ekV5s8792P",INFP
Dior,bunnyknif3s,2024-08-26 23:46:22+00:00,@Dior I LOVE HER,INFP
Dior,sasa_star4,2024-08-26 21:33:02+00:00,"@Dior Hello
Buy this NFT
You will surely profit many times because your name will appear on it.
Consider this NFT from the angels, then you will never lose.

https://t.co/0GbTiJpdvx",INTJ
Dior,anna_tomlimson,2024-08-26 21:16:44+00:00,@Dior Miss Dior Jisoo♥️ https://t.co/5bSBQKUnNe,INTP
Dior,fragrancedealz,2024-08-26 19:58:15+00:00,@Dior Nice,INTJ
Dior,sirmugen,2024-08-26 19:03:21+00:00,@Dior https://t.co/FUObBk1DJU,INTP
Dior,Jamesshareem,2024-08-26 18:53:16+00:00,@Dior these women are dead sexually. This means: they don’t feel they want a dick in their pussy or in asshole.,INTJ
Dior,Blink9597,2024-08-26 18:35:57+00:00,@Dior OMG Kim Jisoooo 😍,INTJ
Dior,raniauliazr206,2024-08-26 17:30:13+00:00,@Dior https://t.co/kBcVxxBbuW,INTP
Dior,NgonTam4092,2024-08-26 17:03:05+00:00,"@Dior ☺️🦕
@eddington9295 https://t.co/qprDpvcRku",INTP
Dior,GhostCobra94,2024-08-26 16:48:02+00:00,@Dior Two queens! 💜,INTP
Dior,SmashvilleKP,2024-08-26 16:46:49+00:00,@Dior 🐢🐰🖤🩷🫶🏼,INTP
Dior,sasastayfor4,2024-08-26 16:41:59+00:00,@Dior @BBU_BLACKPINK 😍😍 both are beautiful !!,INFP
Dior,allrounderjisoo,2024-08-26 16:24:49+00:00,@Dior JISOO OUR LADY DIOR!!!,INTJ
Dior,by_JMs,2024-08-26 16:23:44+00:00,@Dior Jisoo really makes everyone look mid next to her. Slay,INFP
Dior,roddandtodd,2024-08-26 16:17:56+00:00,@Dior LIKE THIS,INFP
Dior,DboraLobato13,2024-08-26 16:05:31+00:00,@Dior Beautiful! 💖💖💖💖,INFP
Dior,Alisa_yulou,2024-08-26 15:59:10+00:00,@Dior OMG！jisoo！❤️‍🔥❤️‍🔥❤️‍🔥,INTJ
Dior,MyQueenSoyaa,2024-08-26 15:47:54+00:00,@Dior Jisoo is the revolution of beauty,INFP
Dior,AndresTroncozo,2024-08-26 15:38:20+00:00,@Dior 😍🦋,INTP
Dior,Xochitlp_apango,2024-08-26 15:36:39+00:00,@Dior #JISOO 💖💓,INTP
Dior,RaeKaeli,2024-08-26 15:28:28+00:00,@Dior Beauty that’s unmatched! JISOOxANYA😍,INFP
Dior,RaeKaeli,2024-08-26 15:27:56+00:00,@Dior Jisoo is soooo flawless!!😍,INTP
Dior,aiira734902,2024-08-26 15:21:29+00:00,@Dior Excited,ENFP
Dior,TayyipYenilmez,2024-08-26 15:12:06+00:00,@Dior This is fashion https://t.co/UGwD4XyMBy,INTP
Dior,CRESCENTJS,2024-08-26 14:57:10+00:00,@Dior main faces of Dior 🫶🏻,INTJ
Dior,qwe121133,2024-08-26 14:50:09+00:00,@Dior Jisoo so pretty 😍😍😍,ISTP
Dior,Ujuuuuu146113,2024-08-26 14:33:40+00:00,@Dior @jisoostreaming Flower to 600 million,INTP
Dior,Chonlada96,2024-08-26 14:32:00+00:00,@Dior JISOO SO BEAUTIFUL,INFP
Dior,chi__chu103,2024-08-26 14:27:13+00:00,@Dior Goddess Kim Jisoo😊😊,INTP
Dior,TCOBeautyIsArt,2024-08-26 14:24:41+00:00,@Dior WIFE BEATER BRAND. We won't forget that you employ a wife beating rapist or that you try to profit off of misogyny. Dior is dangerous and supports violence against women. #DiorSupportsAbuse https://t.co/wfkddGq2cy,INFP
Dior,times39389,2024-08-26 14:23:18+00:00,@Dior The radiant glow from this blush is everything! 😍 #DiorForever,INTP
Dior,NobaraLC,2024-08-26 14:22:14+00:00,@Dior Miss Dior Kim Jisoo,INTP
Dior,bubblybunny_chu,2024-08-26 14:21:38+00:00,@Dior Jisoo so beautiful,INFP
Dior,jisoo_whistle,2024-08-26 14:17:18+00:00,@DenaPadu @Dior #JISOO #FLOWER #AEOM #ME #BLISSOO @officialBLISSOO,INTP
Dior,DenaPadu,2024-08-26 14:15:04+00:00,@Dior 🌹❤️ https://t.co/tYgH9X0RKs,INTP
Dior,Sooyaas101,2024-08-26 14:03:13+00:00,@Dior JISOO SO BEAUTIFUL,INFP
Dior,Raburt04,2024-08-26 13:59:21+00:00,"@Dior Jisoo's new post!

https://t.co/AE6GZRsuth",INTJ
Dior,Yukitakita1,2024-08-26 13:58:46+00:00,@Dior Jisoo😍😍,INTP
Dior,aj331019341,2024-08-26 13:58:25+00:00,"@Dior Stunning 

JISOO THE HUMAN DIOR
#JISOOxDior
#JISOOxDiorBeauty",INTP
Dior,Softytwins,2024-08-26 13:57:37+00:00,@Dior Ahhh our LADY DIORRR,INTJ
Dior,AlyaBarcelar,2024-08-26 13:57:13+00:00,"@Dior @manobanever Lindas, ❤️ Jisoo ❤️👑",INTP
Dior,gxarvz,2024-08-26 13:53:51+00:00,@Dior im not ok,INTJ
Dior,Queen_Kim_Jisoo,2024-08-26 13:52:49+00:00,@Dior beauties ✨😍,INTP
Dior,haeunproms,2024-08-26 13:52:41+00:00,@Dior https://t.co/6uz4EBweMl,INTP
Dior,dkvitb,2024-08-26 13:51:53+00:00,@Dior Oh wow,ENFP
Dior,nananubbe,2024-08-26 13:50:53+00:00,@Dior my girls,INTJ
Dior,4chumyonly1,2024-08-26 13:48:23+00:00,"@Dior Beautiful Jisoo forever with Dior 💋🥰💅
#JISOO #DiorBeauty #DiorMakeup #DiorForever",INFP
Dior,ugipudi,2024-08-26 13:47:00+00:00,@Dior https://t.co/65a2F19ugL,INTP
Dior,ghhhos,2024-08-26 13:42:42+00:00,@Dior JISOO✨ https://t.co/kiy08iglDt,INTP
Dior,js103x,2024-08-26 13:37:28+00:00,"@Dior MISS DIOR 
#JISOO #JISOOxDiorBeauty #JISOOxDior #지수 #블랙핑크지수 https://t.co/437cijcDQ7",INTP
Dior,XTeamPal,2024-08-26 13:36:30+00:00,@Dior 🙏,INTP
Dior,WidowsC,2024-08-26 13:33:27+00:00,"@Dior 👍#WIDOWSEmpowerment. NAMBULABUCHIRO Women Group; a widows self-help group, earnestly seeking support for establishment of functional office for effectively coordinating group activities.

Your support highly appreciated🙏

Fundraising Link:
https://t.co/LS6uH9dlXD

😍NbWG Team🥰",INTJ
Dior,hiroppi_sp,2024-08-26 13:32:36+00:00,@Dior These 2 face cards together are insane,INTJ
Dior,mndublinkk,2024-08-26 13:32:30+00:00,@Dior Give us another campaign with them both,INTP
Dior,iwantchuuuuuu,2024-08-26 13:31:48+00:00,@Dior Jisoo 🥰🤩,INTP
Dior,add72093637,2024-08-26 13:31:17+00:00,@Dior jisoo,INTP
Dior,ary_td,2024-08-26 13:31:00+00:00,@Dior Goddess Jisoo,INTP
Dior,bl00dmoonlit,2024-08-26 13:29:41+00:00,@Dior Jisoo 😍😍😍,INTP
Dior,breh_kt,2024-08-26 13:24:19+00:00,@Dior JISOO 😍,INTP
Dior,pinkbaileys24,2024-08-26 13:24:11+00:00,@Dior OMG JISOO ❤️‍🔥,INTJ
Dior,TravelHappyShop,2024-08-26 13:23:48+00:00,@Dior https://t.co/M0ytTlM01L,INTP
Dior,Sooyaas101,2024-08-26 13:21:56+00:00,@Dior BEAUTIFUL,INFP
Dior,BlinkChun,2024-08-26 13:19:48+00:00,@Dior Kim Jisoo🤍🤍🤍🤍,INTP
Dior,BPJisooFY98JS25,2024-08-26 13:18:12+00:00,@Dior Kim jisoo🤌💯,INTP
Dior,turtlerbt,2024-08-26 13:17:54+00:00,@Dior visual goddess jisoo,INTJ
Dior,turtlerbt,2024-08-26 13:17:49+00:00,@Dior jisoo😍,INTP
Dior,jowasijisoo,2024-08-26 13:16:18+00:00,@Dior JISOO 🫠,INTP
Dior,goldsaintex,2024-08-26 13:14:28+00:00,"@Dior JISOO THE HUMAN DIOR
#JISOOxDior
#JISOOxDiorBeauty",INTP
Dior,jisoooyaaa_103,2024-08-26 13:14:24+00:00,@Dior Baby jisoo https://t.co/1nUwXNHFxJ,INTJ
Dior,jisoooyaaa_103,2024-08-26 13:14:01+00:00,@Dior Jisoooooo,INTP
Dior,fentyprintson_,2024-08-29 19:09:53+00:00,@Dior @rihanna 😍💋,INTP
Dior,fentyDOM,2024-08-29 00:36:17+00:00,@Dior @rihanna WE WILL BE WATCHING 💋,INTP
Dior,vvqhi15257315,2024-08-28 21:44:56+00:00,@Dior @rihanna Seeing Rihanna in a movie is gonna be like watching magic happen!,INFP
Dior,alison6043,2024-08-28 20:07:21+00:00,@Dior @rihanna @Dior could u do me a favor &amp; don't renew the face of your co. the wife beater Johnny Depp when his contract comes up for renewal. Thank U.,INTJ
Dior,WidowsC,2024-08-28 19:12:22+00:00,"@Dior @rihanna 👍#WIDOWSEmpowerment. NAMBULABUCHIRO Women Group; a widows self-help group, earnestly seeking support for establishment of functional office for effectively coordinating group activities.

Your support highly appreciated🙏

Fundraising Link:
https://t.co/LS6uH9dlXD

😍NbWG Team🥰",INTJ
Dior,ponchomendivil,2024-08-28 15:57:18+00:00,@Dior @rihanna https://t.co/5yg3Ma5jJq,INTP
Dior,ririswrld,2024-08-28 14:56:09+00:00,@Dior @FentyStats @rihanna RIHANNA MOVIE?!?!?,INFP
Dior,munchpole,2024-08-28 14:29:48+00:00,@Dior @rihanna I can't wait,INTP
Dior,steinhart_dan9,2024-08-28 14:13:12+00:00,@TCOBeautyIsArt @Dior @rihanna https://t.co/Q4iPO82uY7,INTP
Dior,TheNewWizJ,2024-08-28 14:11:29+00:00,@Dior @rihanna Can’t wait,INTP
Dior,rihannamoments_,2024-08-28 14:03:23+00:00,@Dior @rihanna Queremos logo,INTP
Dior,FortonSusan,2024-08-28 13:58:23+00:00,"@Dior @rihanna #Rihanna
#JadoreDior
#DiorBeauty 
#DiorParfums",INTP
Dior,TCOBeautyIsArt,2024-08-28 13:18:37+00:00,@Dior @rihanna MY DREAM IS THAT YOU WILL STOP PROMOTING A WIFE BEATING RAPIST AND WILL STOP ALIGNING YOURSELVES WITH ABUSE APOLOGISTS. #DiorSupportsAbuse https://t.co/QGU6I4YaS8,INFP
Dior,niannia48739520,2024-08-30 12:32:46+00:00,@Dior Are we getting a teaser before ?,INTJ
Dior,SSunilkumarm15,2024-08-30 11:13:53+00:00,@Dior The same was used by many director previously,INTJ
Dior,CirceContact,2024-08-30 09:13:43+00:00,@Dior Somptueux,INTP
Dior,cybertune4,2024-08-29 20:50:11+00:00,@Dior ❤️❤️❤️. This looks like another world i have craved.,INFP
Dior,SakuraItohJoan,2024-08-29 12:58:26+00:00,@Dior Galerie des Glaces à Château de Versailles ?,INTP
Dior,agro_progr20224,2024-08-29 11:12:08+00:00,"@Dior On the threshold of a global epidemic, our drone delivery project is blocked and not funded. But we can help many! Support us and let's save lives together.",INTJ
Dior,Fashion_in_Life,2024-08-29 09:11:15+00:00,@Dior isn't that image too saturated?? 🤔,INTJ
Dior,HeBackOnCrack,2024-08-29 07:52:06+00:00,@Dior Where can we watch this??,INTP
Dior,ElBuhoDeWake,2024-08-29 01:52:58+00:00,@TCOBeautyIsArt @Dior 🙄🙄🙄🙄🙄🙄🙄,INTP
Dior,Mavis94366,2024-08-28 18:56:49+00:00,@Dior Cant wait to see the movie 😍 and the hall of mirrors is just perfect choice for forever iconic Dior J’adore❤️,INFP
Dior,GATITAsoy_41,2024-08-28 18:45:19+00:00,@Dior BELLO,INTP
Dior,NeusaMaria32025,2024-08-28 18:30:30+00:00,@Dior Deslumbrante este salão,INTP
Dior,Kazumi97732713,2024-08-28 18:22:05+00:00,@emeraldeyes8915 @Dior It’s must be.  Soooo Beautiful 🩵🩵,INFP
Dior,souhila_dior,2024-08-28 17:47:21+00:00,@Dior 💛 https://t.co/swsnmAAgES,INTP
Dior,shannongarcla,2024-08-28 17:26:12+00:00,@Dior JOY by Rosalía when? 👀,INFJ
Dior,FentyBom,2024-08-28 17:19:17+00:00,@Dior WE ARE SEATED.,INTP
Dior,steinhart_dan9,2024-08-28 17:17:47+00:00,@Dior https://t.co/VHe8Kkegkb,INTP
Dior,Chrystyan,2024-08-28 16:34:09+00:00,@Dior New music??,INFP
Dior,GaboHrr18,2024-08-28 16:30:28+00:00,@Dior @RihannaDaily Queremos un adelanto por favor.,INTJ
Dior,LenaAllosh,2024-08-28 16:26:30+00:00,@Dior 😍,INTP
Dior,rihannamoments_,2024-08-28 16:19:00+00:00,@Dior ❤️❤️🫀,INTP
Dior,emeraldeyes8915,2024-08-28 16:11:00+00:00,@Dior … Versailles?????,INTP
Dior,elleshay99_elle,2024-08-28 15:59:27+00:00,"@Dior Can’t wait to watch 
#Rihanna",INTP
Dior,Lauzmobb,2024-08-28 15:57:07+00:00,@Dior &lt;3,INTP
Dior,manalAL85822415,2024-08-28 15:51:26+00:00,@Dior 🤪🖤💛,INTP
Dior,WidowsC,2024-08-28 15:43:36+00:00,"@Dior 👍#WIDOWSEmpowerment. NAMBULABUCHIRO Women Group; a widows self-help group, earnestly seeking support for establishment of functional office for effectively coordinating group activities.

Your support highly appreciated🙏

Fundraising Link:
https://t.co/LS6uH9dTNb

😍NbWG Team🥰",INTJ
Dior,TCOBeautyIsArt,2024-08-28 15:41:51+00:00,@Dior This is the home of the wife beating rapist. This is a company that would rather profit off of misogyny and violence against women than have morals. #DiorSupportsAbuse #DumpDepp https://t.co/j4Pc1Vvy6s,INTJ
Dior,queen_b4eva,2024-08-28 15:39:11+00:00,@Dior let’s gooo,INFP
Dior,BandoloRos35954,2024-08-28 15:32:22+00:00,"@Dior Je m'appelle Rosette,je voudrais travailler pour Dior, je suis une artisane, voilà mes œuvres https://t.co/V0Ve7xs6ET",INTP
Dior,Fentylover88,2024-08-28 15:16:05+00:00,@Dior Are we getting a teaser before ?,INTJ
Dior,shy66508159,2024-08-28 15:04:18+00:00,@Dior JISOO,INTP
Dior,AcquireXcel,2024-08-28 15:03:37+00:00,@Dior 😍😍😍💫,INTP
Dior,Koklikoowaa,2024-08-29 21:28:06+00:00,"@Dior @rihanna J'adore Rihanna 
Beauty +talent+ brain and most of all a good ♥️",INTP
Dior,NeoVuitton_,2024-08-29 20:02:26+00:00,@Dior @rihanna I'm excited,ENFP
Dior,Junior15581480,2024-08-29 15:40:24+00:00,@Dior @rihanna Aqui é o Júnior eu quero a música da RIHANNA jump,ENFP
Dior,ezinay,2024-08-29 13:57:19+00:00,@Dior @rihanna https://t.co/Xttao67bwz,INTP
Dior,DebbysMusic,2024-08-29 07:41:29+00:00,@Dior @rihanna Looking forward to it 🥰 excited love Rihanna xxx,ENFP
Dior,JimAdisa,2024-08-28 23:52:48+00:00,@Dior @rihanna Trip https://t.co/RT4S3CHmTn,INTP
Dior,ResinMaster1,2024-08-28 23:08:12+00:00,@Dior @rihanna @Dior 14 days to my wife's birthday I have my hopes 🙏🤲,INTJ
Dior,mcowan16,2024-08-28 22:54:06+00:00,@Dior @rihanna Looking forward to it!,INTJ
Dior,WidowsC,2024-08-28 18:49:10+00:00,"@Dior @rihanna 👍#WIDOWSEmpowerment. NAMBULABUCHIRO Women Group; a widows self-help group, earnestly seeking support for establishment of functional office for effectively coordinating group activities.

Your support highly appreciated🙏

Fundraising Link:
https://t.co/LS6uH9dlXD

😍NbWG Team🥰",INTJ
Dior,TCOBeautyIsArt,2024-08-28 18:43:06+00:00,@Dior @rihanna J'adore the film that highlights the wife beater brand and an abuse apologist. https://t.co/DjV9fuGRJu,INTJ
Dior,phuckerih,2024-08-28 18:19:23+00:00,@Dior @rihanna WERE READY,INFP
Dior,FabrizioCajal1,2024-08-29 14:48:10+00:00,@Dior Nice😎😎😎,INTJ
Dior,TCOBeautyIsArt,2024-08-29 11:23:37+00:00,@Dior Behold the rapist brand! #DiorSupportsAbuse https://t.co/oYUPc3MFVt,INTP
Dior,nieves137v,2024-08-29 10:32:08+00:00,@Dior Beautiful🩵,INFP
Dior,AnitaGkrm,2024-08-29 10:00:17+00:00,@Dior Maybe if I were a hundred years old.,INFP
Dior,MarisaHartung2,2024-08-29 09:28:34+00:00,@Dior I love the craftsmanship of your pieces. I did a PowerPoint on Christian Dior when I was 16 getting my first degree. He was so brilliant ✨🩵☺️.,INFP
Dior,Dior,2024-08-29 08:30:06+00:00,"Behold #DiorSavoirFaire in visual motion with the newest Dior Groove bag from #DiorAW24 by Maria Grazia Chiuri. Watch the elegant components come together flawlessly, and head over to https://t.co/s1u0GCl4hx to consider this icon further. https://t.co/0qjx7jD44T",INTJ
Dior,WidowsC,2024-08-28 19:22:39+00:00,"@Dior 👍#WIDOWSEmpowerment. NAMBULABUCHIRO Women Group; a widows self-help group, earnestly seeking support for establishment of functional office for effectively coordinating group activities.

Your support highly appreciated🙏

Fundraising Link:
https://t.co/LS6uH9dTNb

😍NbWG Team🥰",INTJ
Dior,NeusaMaria32025,2024-08-28 18:35:18+00:00,@Dior A cor e  o design da bolsa é linda,INTP
Dior,A20zina,2024-08-28 18:24:49+00:00,@Dior Omg i wanttt,INTJ
Dior,JayZee95785903,2024-08-28 13:25:03+00:00,"@Dior So how much did this cost to make ? Are we back to this again ? Time people stopped being marks...Stop paying  thousands for a label....Dior exploits their workers..
https://t.co/IZTou4iTxp",INTP
Dior,TCOBeautyIsArt,2024-08-28 13:19:41+00:00,@Dior Nothing serene about a brand that supports a violent rapist and misogynist. #DumpDepp #DiorSupportsAbuse https://t.co/KfioOKafu9,INFP
Dior,TCOBeautyIsArt,2024-08-28 13:19:05+00:00,@Dior Piece of the wife beater brand. No thank you! https://t.co/1XHaQ9wJHL,INFP
Dior,JimAdisa,2024-08-28 11:18:58+00:00,@Dior Trip https://t.co/fFuCSduX7v,INTP
Dior,JimAdisa,2024-08-28 11:18:36+00:00,@Dior Trip,INTP
Dior,Dior,2024-08-28 10:00:06+00:00,"Take in the serene air of #DiorSavoirFaire with the blue Dior Groove bag from #DiorAW24 by Maria Grazia Chiuri. Fine threads intertwine to sculpt the material, and expert assembly culminates in the finishings of the top handles. Peruse every detail https://t.co/s1u0GCl4hx https://t.co/GQXh6DEvk5",INTJ
Dior,V_BearWolf,2024-08-28 08:33:57+00:00,@Dior I need this one 👜❤️❤️,INTJ
Dior,vbf_Alyx,2024-08-28 08:07:57+00:00,@Dior That colour is gorgeous x,INFP
Dior,manalAL85822415,2024-08-28 08:05:53+00:00,@Dior 🩵🤍🩵🤍🩵🤍🫶,INTP
Dior,JimAdisa,2024-08-30 20:21:32+00:00,@Dior Trip https://t.co/ZAegucPXHl,INTP
Dior,AnthonyMarkMurr,2024-08-30 17:52:56+00:00,@Dior Fenty J’Adore Dior,INTJ
Dior,xAIPACTx,2024-08-30 02:16:40+00:00,@Dior https://t.co/EojfUr6elv,INTP
Dior,TCOBeautyIsArt,2024-08-30 02:07:40+00:00,@Dior Everything about the wife beater brand is ugly. #DiorSupportsAbuse https://t.co/hWSq4YNfJ0,INFP
Dior,wwg1wga0812,2024-08-30 00:05:14+00:00,@Dior https://t.co/BvTsiaBfNK,INTP
Dior,TheMagMoe,2024-08-29 21:42:48+00:00,@Dior 😻😻😻,INTP
Dior,WidowsC,2024-08-29 18:01:09+00:00,"@Dior 👍#WIDOWSEmpowerment. NAMBULABUCHIRO Women Group; a widows self-help group, earnestly seeking support for establishment of functional office for effectively coordinating group activities.

Your support highly appreciated🙏

Fundraising Link:
https://t.co/LS6uH9dlXD

😍NbWG Team🥰",INTJ
Dior,aromney555,2024-08-29 15:47:05+00:00,"@Dior https://t.co/KT5azo2ZV8

🌬️",INTP
Dior,Junior15581480,2024-08-29 15:45:16+00:00,@Dior Aqui é o Júnior eu quero a música do SKANK do mesmo jeito,INTP
Dior,GiiFenty,2024-08-29 13:38:16+00:00,@Dior She is the queen of the world https://t.co/kJpTut3e2J,INFP
Dior,icegt2270426,2024-08-30 09:48:55+00:00,"@Dior We are so Exited to Announce that on our Shop Is Special Gift to Be Explore for Our Unique Customers who Discover Our Products for the First Time,Do Not Allow Yourself To Miss it Out And Discover Your Gift On Our Shop 🙌 👇

https://t.co/yVIWK8E0kW 

🌈🙌😊",INFJ
Dior,CirceContact,2024-08-30 09:14:51+00:00,@Dior Red is red,INFJ
Dior,JimAdisa,2024-08-30 03:35:48+00:00,@Dior Trip https://t.co/6avIGS3uPa,INTP
Dior,TCOBeautyIsArt,2024-08-30 02:06:53+00:00,@Dior She doesn't speak highly of the rapist you fund! https://t.co/03f5InIVJP,INTJ
Dior,wwg1wga0812,2024-08-30 00:05:09+00:00,@Dior https://t.co/BvTsiaBfNK,INTP
Dior,Jamesshareem,2024-08-29 21:02:43+00:00,@Dior These men behind her are fool. There is nothing to film there.,INFP
Dior,WidowsC,2024-08-29 18:15:01+00:00,"@Dior 👍#WIDOWSEmpowerment. NAMBULABUCHIRO Women Group; a widows self-help group, earnestly seeking support for establishment of functional office for effectively coordinating group activities.

Your support highly appreciated🙏

Fundraising Link:
https://t.co/LS6uH9dlXD

😍NbWG Team🥰",INTJ
Dior,LadiieShotta,2024-08-29 14:43:31+00:00,@Dior Why a small forehead for Wednesday. It meant something??? The lightbulb in mouth. Hairy cousin. Tall wife. Mortitia,INTP
Dior,baesroses,2024-08-29 13:31:10+00:00,@Dior JENNIE OMG,INTJ
Dior,TCOBeautyIsArt,2024-08-30 02:06:20+00:00,@Dior My impressions of Dior are terrible. You support a rapist. https://t.co/C8PX97ILkV,INTJ
Dior,wwg1wga0812,2024-08-30 00:05:04+00:00,@Dior https://t.co/BvTsiaBfNK,INTP
Dior,sasa_star4,2024-08-29 23:15:47+00:00,"@Dior Hello
Buy this NFT
You will surely profit many times because your name will appear on it.
Consider this NFT from the angels, then you will never lose.

https://t.co/0GbTiJpLl5",INTJ
Dior,mstkn_fr_a_prud,2024-08-29 18:08:20+00:00,@Dior These must be the worst red carpet looks ever and I'm being generous,INFJ
Dior,JamesDinverno1,2024-08-30 21:40:33+00:00,"@Dior Draw’n Up 💫

Dingolay 🌀 Dingolay",INTP
Dior,Toni_Island_,2024-08-30 18:27:19+00:00,@Dior 🙂,INTP
Dior,icegt2270426,2024-08-30 14:53:28+00:00,"@Dior We are so Exited to Announce that on our Shop Is Special Gift to Be Explore for Our Unique Customers who Discover Our Products for the First Time,Do Not Allow Yourself To Miss it Out And Discover Your Gift On Our Shop 🙌 👇

https://t.co/jCVEsLOnTq 

🌈🙌😊",INFJ
Dior,AidanBrisenyo,2024-08-30 14:19:05+00:00,@Dior She took off the wrong glove her hand tattoo is literally her signature,INTP
Dior,TCOBeautyIsArt,2024-08-30 13:01:48+00:00,@Dior My dream is for you to FIRE THE RAPIST. #DumpDepp #DiorSupportsAbuse https://t.co/6WHnqqgTZA,INFP
Dior,JerohnMc,2024-08-30 08:09:39+00:00,@Dior 🔥#Beastie https://t.co/qUreFZVU5l,INTP
Versace,YIZHUO_ID,2024-08-31 09:29:35+00:00,"@Versace WE LOVE YOU VERSACE 

#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",INFP
Versace,GREGORYTAIL,2024-08-31 05:14:55+00:00,@Versace Very nice! 😍,INTJ
Versace,yizhuoningning_,2024-08-31 02:53:44+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",INTP
Versace,Voyer74421122,2024-08-31 01:18:09+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING 
@Versace",INTP
Versace,forKLAV,2024-08-31 00:04:44+00:00,@Versace 🥰🥰,INTP
Versace,_elleonore,2024-08-30 22:27:19+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",INTP
Versace,crystalcastle25,2024-08-30 20:17:15+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",INTP
Versace,lxn143375,2024-08-30 19:51:30+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",INTP
Versace,armageddon423,2024-08-30 17:20:59+00:00,"@Versace NINGNING for #VersaceKleio

#NINGNING
#aespa
#VersaceFW24
#Versace",INTP
Versace,NING_NING_BB,2024-08-30 17:10:21+00:00,@DmmaKpop @Versace yes,INTJ
Versace,922bright,2024-08-30 17:08:13+00:00,@Versace ✰𝑽𝑬𝑹𝑺𝑨𝑪𝑬 𝑷𝑹𝑰𝑵𝑪𝑬𝑺𝑺✰宁艺卓时尚领域新进程➽解锁红血顶奢范思哲☑空降最高title全球品牌代言人☆成为中国最年轻的顶奢全球代言人🪶主理人亲自认证范思哲公主♚从一件全球首穿的超季高定讲起✐宁艺卓与范思哲的故事还在继续➠,INTP
Versace,hataerspa,2024-08-30 16:54:46+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",INTP
Versace,watasiwadhe29,2024-08-30 16:29:48+00:00,@Versace Adekkkkk woooo 🤩🤩🤩,INTP
Versace,KimYooAeNing,2024-08-30 16:15:57+00:00,"@Versace Ningning slayed

NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",INTP
Versace,mydivespa,2024-08-30 15:58:41+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",INTP
Versace,jiay8888,2024-08-30 15:47:38+00:00,"@Versace versace princess

NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING 
@Versace",INTJ
Versace,ALingorm71635,2024-08-30 15:45:53+00:00,"@Versace versace princess😍🥰

NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING 
@Versace",INTJ
Versace,zoe_imnot,2024-08-30 15:44:42+00:00,@Versace 😻,INTP
Versace,zoe_imnot,2024-08-30 15:44:35+00:00,@Versace Pretty,ISTP
Versace,zoe_imnot,2024-08-30 15:44:32+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",INTP
Versace,Lovie_Ning,2024-08-30 15:42:05+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",INTP
Versace,H12201660197113,2024-08-30 15:37:29+00:00,@Versace Our pretty ningning,ISTP
Versace,myN1023,2024-08-30 15:37:08+00:00,@Versace 😻,INTP
Versace,the0verthingker,2024-08-30 15:36:14+00:00,@Versace Got mine 😍💋,INFP
Versace,aespaNingningPH,2024-08-30 15:35:09+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",INTP
