brand,username,created_at,text,cleaned_text,MBTI
Dior,ponchomendivil,2024-08-28 15:57:18+00:00,@Dior @rihanna https://t.co/5yg3Ma5jJq,dior rihanna,INTP
Dior,ririswrld,2024-08-28 14:56:09+00:00,@Dior @FentyStats @rihanna RIHANNA MOVIE?!?!?,dior fentystats rihanna rihanna movie,INTJ
Dior,munchpole,2024-08-28 14:29:48+00:00,@Dior @rihanna I can't wait,dior rihanna cant wait,INTJ
Dior,steinhart_dan9,2024-08-28 14:13:12+00:00,@TCOBeautyIsArt @Dior @rihanna https://t.co/Q4iPO82uY7,tcobeautyisart dior rihanna,INTP
Dior,TheNewWizJ,2024-08-28 14:11:29+00:00,@Dior @rihanna Can’t wait,dior rihanna cant wait,INTJ
Dior,rihannamoments_,2024-08-28 14:03:23+00:00,@Dior @rihanna Queremos logo,dior rihanna want logo,INTP
Dior,FortonSusan,2024-08-28 13:58:23+00:00,"@Dior @rihanna #Rihanna
#JadoreDior
#DiorBeauty 
#DiorParfums",dior rihanna rihanna jadoredior diorbeauty diorparfums,INTP
Dior,TCOBeautyIsArt,2024-08-28 13:18:37+00:00,@Dior @rihanna MY DREAM IS THAT YOU WILL STOP PROMOTING A WIFE BEATING RAPIST AND WILL STOP ALIGNING YOURSELVES WITH ABUSE APOLOGISTS. #DiorSupportsAbuse https://t.co/QGU6I4YaS8,dior rihanna dream stop promoting wife beating rapist stop aligning abuse apologist diorsupportsabuse,INTP
Dior,niannia48739520,2024-08-30 12:32:46+00:00,@Dior Are we getting a teaser before ?,dior getting teaser,INTP
Dior,SSunilkumarm15,2024-08-30 11:13:53+00:00,@Dior The same was used by many director previously,dior used many director previously,INTP
Dior,CirceContact,2024-08-30 09:13:43+00:00,@Dior Somptueux,dior sumptuous,INTP
Dior,cybertune4,2024-08-29 20:50:11+00:00,@Dior ❤️❤️❤️. This looks like another world i have craved.,dior look like another world craved,INTP
Dior,SakuraItohJoan,2024-08-29 12:58:26+00:00,@Dior Galerie des Glaces à Château de Versailles ?,dior hall mirror versailles palace,INFP
Dior,agro_progr20224,2024-08-29 11:12:08+00:00,"@Dior On the threshold of a global epidemic, our drone delivery project is blocked and not funded. But we can help many! Support us and let's save lives together.",dior threshold global epidemic drone delivery project blocked funded help many support u let save life together,INTP
Dior,Fashion_in_Life,2024-08-29 09:11:15+00:00,@Dior isn't that image too saturated?? 🤔,dior isnt image saturated,INTP
Dior,HeBackOnCrack,2024-08-29 07:52:06+00:00,@Dior Where can we watch this??,dior watch,INTJ
Dior,ElBuhoDeWake,2024-08-29 01:52:58+00:00,@TCOBeautyIsArt @Dior 🙄🙄🙄🙄🙄🙄🙄,tcobeautyisart dior,INTP
Dior,Mavis94366,2024-08-28 18:56:49+00:00,@Dior Cant wait to see the movie 😍 and the hall of mirrors is just perfect choice for forever iconic Dior J’adore❤️,dior cant wait see movie hall mirror perfect choice forever iconic dior jadore,INFJ
Dior,GATITAsoy_41,2024-08-28 18:45:19+00:00,@Dior BELLO,dior beautiful,INTJ
Dior,NeusaMaria32025,2024-08-28 18:30:30+00:00,@Dior Deslumbrante este salão,Dior stunning salon,INTP
Dior,Kazumi97732713,2024-08-28 18:22:05+00:00,@emeraldeyes8915 @Dior It’s must be.  Soooo Beautiful 🩵🩵,emeraldeyes8915 dior must soooo beautiful,INFP
Dior,souhila_dior,2024-08-28 17:47:21+00:00,@Dior 💛 https://t.co/swsnmAAgES,dior,INTP
Dior,shannongarcla,2024-08-28 17:26:12+00:00,@Dior JOY by Rosalía when? 👀,dior joy rosalía,INFJ
Dior,FentyBom,2024-08-28 17:19:17+00:00,@Dior WE ARE SEATED.,dior seated,INTP
Dior,steinhart_dan9,2024-08-28 17:17:47+00:00,@Dior https://t.co/VHe8Kkegkb,dior,INTP
Dior,Chrystyan,2024-08-28 16:34:09+00:00,@Dior New music??,dior new music,INTJ
Dior,GaboHrr18,2024-08-28 16:30:28+00:00,@Dior @RihannaDaily Queremos un adelanto por favor.,dior rihannadaily want preview please,INTP
Dior,LenaAllosh,2024-08-28 16:26:30+00:00,@Dior 😍,dior,INTP
Dior,rihannamoments_,2024-08-28 16:19:00+00:00,@Dior ❤️❤️🫀,dior,INTP
Dior,emeraldeyes8915,2024-08-28 16:11:00+00:00,@Dior … Versailles?????,dior versailles,INTP
Dior,elleshay99_elle,2024-08-28 15:59:27+00:00,"@Dior Can’t wait to watch 
#Rihanna",dior cant wait watch rihanna,INTJ
Dior,Lauzmobb,2024-08-28 15:57:07+00:00,@Dior &lt;3,dior lt3,INTP
Dior,manalAL85822415,2024-08-28 15:51:26+00:00,@Dior 🤪🖤💛,dior,INTP
Dior,WidowsC,2024-08-28 15:43:36+00:00,"@Dior 👍#WIDOWSEmpowerment. NAMBULABUCHIRO Women Group; a widows self-help group, earnestly seeking support for establishment of functional office for effectively coordinating group activities.

Your support highly appreciated🙏

Fundraising Link:
https://t.co/LS6uH9dTNb

😍NbWG Team🥰",dior widowsempowerment nambulabuchiro woman group widow selfhelp group earnestly seeking support establishment functional office effectively coordinating group activity support highly appreciated fundraising link nbwg team,INTP
Dior,TCOBeautyIsArt,2024-08-28 15:41:51+00:00,@Dior This is the home of the wife beating rapist. This is a company that would rather profit off of misogyny and violence against women than have morals. #DiorSupportsAbuse #DumpDepp https://t.co/j4Pc1Vvy6s,dior home wife beating rapist company would rather profit misogyny violence woman moral diorsupportsabuse dumpdepp,INTP
Dior,queen_b4eva,2024-08-28 15:39:11+00:00,@Dior let’s gooo,dior let gooo,INTJ
Dior,BandoloRos35954,2024-08-28 15:32:22+00:00,"@Dior Je m'appelle Rosette,je voudrais travailler pour Dior, je suis une artisane, voilà mes œuvres https://t.co/V0Ve7xs6ET",dior name rosette would like work dior craftswoman work,INFP
Dior,Fentylover88,2024-08-28 15:16:05+00:00,@Dior Are we getting a teaser before ?,dior getting teaser,INTP
Dior,shy66508159,2024-08-28 15:04:18+00:00,@Dior JISOO,dior jisoo,INTP
Dior,AcquireXcel,2024-08-28 15:03:37+00:00,@Dior 😍😍😍💫,dior,INTP
Dior,Koklikoowaa,2024-08-29 21:28:06+00:00,"@Dior @rihanna J'adore Rihanna 
Beauty +talent+ brain and most of all a good ♥️",dior rihanna jadore rihanna beauty talent brain good,INFP
Dior,NeoVuitton_,2024-08-29 20:02:26+00:00,@Dior @rihanna I'm excited,dior rihanna im excited,INTP
Dior,Junior15581480,2024-08-29 15:40:24+00:00,@Dior @rihanna Aqui é o Júnior eu quero a música da RIHANNA jump,dior rihanna junior want rihanna's song jump,INTP
Dior,ezinay,2024-08-29 13:57:19+00:00,@Dior @rihanna https://t.co/Xttao67bwz,dior rihanna,INTP
Dior,DebbysMusic,2024-08-29 07:41:29+00:00,@Dior @rihanna Looking forward to it 🥰 excited love Rihanna xxx,dior rihanna looking forward excited love rihanna xxx,INTJ
Dior,JimAdisa,2024-08-28 23:52:48+00:00,@Dior @rihanna Trip https://t.co/RT4S3CHmTn,dior rihanna trip,INTP
Dior,ResinMaster1,2024-08-28 23:08:12+00:00,@Dior @rihanna @Dior 14 days to my wife's birthday I have my hopes 🙏🤲,dior rihanna dior 14 day wife birthday hope,INTP
Dior,mcowan16,2024-08-28 22:54:06+00:00,@Dior @rihanna Looking forward to it!,dior rihanna looking forward,INTJ
Dior,WidowsC,2024-08-28 18:49:10+00:00,"@Dior @rihanna 👍#WIDOWSEmpowerment. NAMBULABUCHIRO Women Group; a widows self-help group, earnestly seeking support for establishment of functional office for effectively coordinating group activities.

Your support highly appreciated🙏

Fundraising Link:
https://t.co/LS6uH9dlXD

😍NbWG Team🥰",dior rihanna widowsempowerment nambulabuchiro woman group widow selfhelp group earnestly seeking support establishment functional office effectively coordinating group activity support highly appreciated fundraising link nbwg team,INTP
Dior,TCOBeautyIsArt,2024-08-28 18:43:06+00:00,@Dior @rihanna J'adore the film that highlights the wife beater brand and an abuse apologist. https://t.co/DjV9fuGRJu,dior rihanna jadore film highlight wife beater brand abuse apologist,INTP
Dior,phuckerih,2024-08-28 18:19:23+00:00,@Dior @rihanna WERE READY,dior rihanna ready,INTP
Dior,FabrizioCajal1,2024-08-29 14:48:10+00:00,@Dior Nice😎😎😎,dior nice,INFP
Dior,TCOBeautyIsArt,2024-08-29 11:23:37+00:00,@Dior Behold the rapist brand! #DiorSupportsAbuse https://t.co/oYUPc3MFVt,dior behold rapist brand diorsupportsabuse,INTP
Dior,nieves137v,2024-08-29 10:32:08+00:00,@Dior Beautiful🩵,dior beautiful,INTJ
Dior,AnitaGkrm,2024-08-29 10:00:17+00:00,@Dior Maybe if I were a hundred years old.,dior maybe hundred year old,INFJ
Dior,MarisaHartung2,2024-08-29 09:28:34+00:00,@Dior I love the craftsmanship of your pieces. I did a PowerPoint on Christian Dior when I was 16 getting my first degree. He was so brilliant ✨🩵☺️.,dior love craftsmanship piece powerpoint christian dior 16 getting first degree brilliant,INFP
Dior,Dior,2024-08-29 08:30:06+00:00,"Behold #DiorSavoirFaire in visual motion with the newest Dior Groove bag from #DiorAW24 by Maria Grazia Chiuri. Watch the elegant components come together flawlessly, and head over to https://t.co/s1u0GCl4hx to consider this icon further. https://t.co/0qjx7jD44T",behold diorsavoirfaire visual motion newest dior groove bag dioraw24 maria grazia chiuri watch elegant component come together flawlessly head consider icon,INTJ
Dior,WidowsC,2024-08-28 19:22:39+00:00,"@Dior 👍#WIDOWSEmpowerment. NAMBULABUCHIRO Women Group; a widows self-help group, earnestly seeking support for establishment of functional office for effectively coordinating group activities.

Your support highly appreciated🙏

Fundraising Link:
https://t.co/LS6uH9dTNb

😍NbWG Team🥰",dior widowsempowerment nambulabuchiro woman group widow selfhelp group earnestly seeking support establishment functional office effectively coordinating group activity support highly appreciated fundraising link nbwg team,INTP
Dior,NeusaMaria32025,2024-08-28 18:35:18+00:00,@Dior A cor e  o design da bolsa é linda,dior color design bag beautiful,INTJ
Dior,A20zina,2024-08-28 18:24:49+00:00,@Dior Omg i wanttt,dior omg wanttt,INTP
Dior,JayZee95785903,2024-08-28 13:25:03+00:00,"@Dior So how much did this cost to make ? Are we back to this again ? Time people stopped being marks...Stop paying  thousands for a label....Dior exploits their workers..
https://t.co/IZTou4iTxp",dior much cost make back time people stopped marksstop paying thousand labeldior exploit worker,INFP
Dior,TCOBeautyIsArt,2024-08-28 13:19:41+00:00,@Dior Nothing serene about a brand that supports a violent rapist and misogynist. #DumpDepp #DiorSupportsAbuse https://t.co/KfioOKafu9,dior nothing serene brand support violent rapist misogynist dumpdepp diorsupportsabuse,INTP
Dior,TCOBeautyIsArt,2024-08-28 13:19:05+00:00,@Dior Piece of the wife beater brand. No thank you! https://t.co/1XHaQ9wJHL,dior piece wife beater brand thank,INTP
Dior,JimAdisa,2024-08-28 11:18:58+00:00,@Dior Trip https://t.co/fFuCSduX7v,dior trip,INTP
Dior,JimAdisa,2024-08-28 11:18:36+00:00,@Dior Trip,dior trip,INTP
Dior,Dior,2024-08-28 10:00:06+00:00,"Take in the serene air of #DiorSavoirFaire with the blue Dior Groove bag from #DiorAW24 by Maria Grazia Chiuri. Fine threads intertwine to sculpt the material, and expert assembly culminates in the finishings of the top handles. Peruse every detail https://t.co/s1u0GCl4hx https://t.co/GQXh6DEvk5",take serene air diorsavoirfaire blue dior groove bag dioraw24 maria grazia chiuri fine thread intertwine sculpt material expert assembly culminates finishing top handle peruse every detail,INTP
Dior,V_BearWolf,2024-08-28 08:33:57+00:00,@Dior I need this one 👜❤️❤️,dior need one,INTJ
Dior,vbf_Alyx,2024-08-28 08:07:57+00:00,@Dior That colour is gorgeous x,dior colour gorgeous x,INTJ
Dior,manalAL85822415,2024-08-28 08:05:53+00:00,@Dior 🩵🤍🩵🤍🩵🤍🫶,dior,INTP
Dior,JimAdisa,2024-08-30 20:21:32+00:00,@Dior Trip https://t.co/ZAegucPXHl,dior trip,INTP
Dior,AnthonyMarkMurr,2024-08-30 17:52:56+00:00,@Dior Fenty J’Adore Dior,dior fenty jadore dior,INTP
Dior,xAIPACTx,2024-08-30 02:16:40+00:00,@Dior https://t.co/EojfUr6elv,dior,INTP
Dior,TCOBeautyIsArt,2024-08-30 02:07:40+00:00,@Dior Everything about the wife beater brand is ugly. #DiorSupportsAbuse https://t.co/hWSq4YNfJ0,dior everything wife beater brand ugly diorsupportsabuse,INTP
Dior,wwg1wga0812,2024-08-30 00:05:14+00:00,@Dior https://t.co/BvTsiaBfNK,dior,INTP
Dior,TheMagMoe,2024-08-29 21:42:48+00:00,@Dior 😻😻😻,dior,INTP
Dior,WidowsC,2024-08-29 18:01:09+00:00,"@Dior 👍#WIDOWSEmpowerment. NAMBULABUCHIRO Women Group; a widows self-help group, earnestly seeking support for establishment of functional office for effectively coordinating group activities.

Your support highly appreciated🙏

Fundraising Link:
https://t.co/LS6uH9dlXD

😍NbWG Team🥰",dior widowsempowerment nambulabuchiro woman group widow selfhelp group earnestly seeking support establishment functional office effectively coordinating group activity support highly appreciated fundraising link nbwg team,INTP
Dior,aromney555,2024-08-29 15:47:05+00:00,"@Dior https://t.co/KT5azo2ZV8

🌬️",dior,INTP
Dior,Junior15581480,2024-08-29 15:45:16+00:00,@Dior Aqui é o Júnior eu quero a música do SKANK do mesmo jeito,dior junior want skank's music way,INTP
Dior,GiiFenty,2024-08-29 13:38:16+00:00,@Dior She is the queen of the world https://t.co/kJpTut3e2J,dior queen world,INFP
Dior,icegt2270426,2024-08-30 09:48:55+00:00,"@Dior We are so Exited to Announce that on our Shop Is Special Gift to Be Explore for Our Unique Customers who Discover Our Products for the First Time,Do Not Allow Yourself To Miss it Out And Discover Your Gift On Our Shop 🙌 👇

https://t.co/yVIWK8E0kW 

🌈🙌😊",dior exited announce shop special gift explore unique customer discover product first timedo allow miss discover gift shop,INTJ
Dior,CirceContact,2024-08-30 09:14:51+00:00,@Dior Red is red,dior red red,INTP
Dior,JimAdisa,2024-08-30 03:35:48+00:00,@Dior Trip https://t.co/6avIGS3uPa,dior trip,INTP
Dior,TCOBeautyIsArt,2024-08-30 02:06:53+00:00,@Dior She doesn't speak highly of the rapist you fund! https://t.co/03f5InIVJP,dior doesnt speak highly rapist fund,INTJ
Dior,wwg1wga0812,2024-08-30 00:05:09+00:00,@Dior https://t.co/BvTsiaBfNK,dior,INTP
Dior,Jamesshareem,2024-08-29 21:02:43+00:00,@Dior These men behind her are fool. There is nothing to film there.,dior men behind fool nothing film,INTJ
Dior,WidowsC,2024-08-29 18:15:01+00:00,"@Dior 👍#WIDOWSEmpowerment. NAMBULABUCHIRO Women Group; a widows self-help group, earnestly seeking support for establishment of functional office for effectively coordinating group activities.

Your support highly appreciated🙏

Fundraising Link:
https://t.co/LS6uH9dlXD

😍NbWG Team🥰",dior widowsempowerment nambulabuchiro woman group widow selfhelp group earnestly seeking support establishment functional office effectively coordinating group activity support highly appreciated fundraising link nbwg team,INTP
Dior,LadiieShotta,2024-08-29 14:43:31+00:00,@Dior Why a small forehead for Wednesday. It meant something??? The lightbulb in mouth. Hairy cousin. Tall wife. Mortitia,dior small forehead wednesday meant something lightbulb mouth hairy cousin tall wife mortitia,INTP
Dior,baesroses,2024-08-29 13:31:10+00:00,@Dior JENNIE OMG,dior jennie omg,INTP
Dior,TCOBeautyIsArt,2024-08-30 02:06:20+00:00,@Dior My impressions of Dior are terrible. You support a rapist. https://t.co/C8PX97ILkV,dior impression dior terrible support rapist,INFP
Dior,wwg1wga0812,2024-08-30 00:05:04+00:00,@Dior https://t.co/BvTsiaBfNK,dior,INTP
Dior,sasa_star4,2024-08-29 23:15:47+00:00,"@Dior Hello
Buy this NFT
You will surely profit many times because your name will appear on it.
Consider this NFT from the angels, then you will never lose.

https://t.co/0GbTiJpLl5",dior hello buy nft surely profit many time name appear consider nft angel never lose,INTJ
Dior,mstkn_fr_a_prud,2024-08-29 18:08:20+00:00,@Dior These must be the worst red carpet looks ever and I'm being generous,dior must worst red carpet look ever im generous,INTP
Dior,JamesDinverno1,2024-08-30 21:40:33+00:00,"@Dior Draw’n Up 💫

Dingolay 🌀 Dingolay",dior drawn dingolay dingolay,INFP
Dior,Toni_Island_,2024-08-30 18:27:19+00:00,@Dior 🙂,dior,INTP
Dior,icegt2270426,2024-08-30 14:53:28+00:00,"@Dior We are so Exited to Announce that on our Shop Is Special Gift to Be Explore for Our Unique Customers who Discover Our Products for the First Time,Do Not Allow Yourself To Miss it Out And Discover Your Gift On Our Shop 🙌 👇

https://t.co/jCVEsLOnTq 

🌈🙌😊",dior exited announce shop special gift explore unique customer discover product first timedo allow miss discover gift shop,INTJ
Dior,AidanBrisenyo,2024-08-30 14:19:05+00:00,@Dior She took off the wrong glove her hand tattoo is literally her signature,dior took wrong glove hand tattoo literally signature,INTP
Dior,TCOBeautyIsArt,2024-08-30 13:01:48+00:00,@Dior My dream is for you to FIRE THE RAPIST. #DumpDepp #DiorSupportsAbuse https://t.co/6WHnqqgTZA,dior dream fire rapist dumpdepp diorsupportsabuse,INFP
Dior,JerohnMc,2024-08-30 08:09:39+00:00,@Dior 🔥#Beastie https://t.co/qUreFZVU5l,dior beastie,INTP
Versace,YIZHUO_ID,2024-08-31 09:29:35+00:00,"@Versace WE LOVE YOU VERSACE 

#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace love versace ningningxversacekleio versacefw24 ningning versace,INFP
Versace,GREGORYTAIL,2024-08-31 05:14:55+00:00,@Versace Very nice! 😍,versace nice,INFP
Versace,yizhuoningning_,2024-08-31 02:53:44+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,Voyer74421122,2024-08-31 01:18:09+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING 
@Versace",versace ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,forKLAV,2024-08-31 00:04:44+00:00,@Versace 🥰🥰,versace,INTP
Versace,_elleonore,2024-08-30 22:27:19+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,crystalcastle25,2024-08-30 20:17:15+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,lxn143375,2024-08-30 19:51:30+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,armageddon423,2024-08-30 17:20:59+00:00,"@Versace NINGNING for #VersaceKleio

#NINGNING
#aespa
#VersaceFW24
#Versace",versace ningning versacekleio ningning aespa versacefw24 versace,INTP
Versace,NING_NING_BB,2024-08-30 17:10:21+00:00,@DmmaKpop @Versace yes,dmmakpop versace yes,INFP
Versace,922bright,2024-08-30 17:08:13+00:00,@Versace ✰𝑽𝑬𝑹𝑺𝑨𝑪𝑬 𝑷𝑹𝑰𝑵𝑪𝑬𝑺𝑺✰宁艺卓时尚领域新进程➽解锁红血顶奢范思哲☑空降最高title全球品牌代言人☆成为中国最年轻的顶奢全球代言人🪶主理人亲自认证范思哲公主♚从一件全球首穿的超季高定讲起✐宁艺卓与范思哲的故事还在继续➠,Versace 𝑽𝑬𝑹𝑺𝑨𝑪𝑬 𝑷𝑹𝑰𝑵𝑪𝑬𝑺𝑺 Ning Yizhuo's new progress fashion field unlocks red blood top luxury Versace airborne highest title global brand spokesperson Becomes China's youngest top luxury global spokesperson The manager personally certified Versace Princess super season haute couture worn first time world Ning Yizhuo's story Versace continues,INTP
Versace,hataerspa,2024-08-30 16:54:46+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,watasiwadhe29,2024-08-30 16:29:48+00:00,@Versace Adekkkkk woooo 🤩🤩🤩,Versace Sistersxxxx Woooo!,INTP
Versace,KimYooAeNing,2024-08-30 16:15:57+00:00,"@Versace Ningning slayed

NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace style slayed ningning versace kleio orderxversacekleio versacefw24 ningning versace,INTP
Versace,mydivespa,2024-08-30 15:58:41+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,jiay8888,2024-08-30 15:47:38+00:00,"@Versace versace princess

NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING 
@Versace",versace versace princess ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,ALingorm71635,2024-08-30 15:45:53+00:00,"@Versace versace princess😍🥰

NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING 
@Versace",versace versace princess ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,zoe_imnot,2024-08-30 15:44:42+00:00,@Versace 😻,versace,INTP
Versace,zoe_imnot,2024-08-30 15:44:35+00:00,@Versace Pretty,versace pretty,INTP
Versace,zoe_imnot,2024-08-30 15:44:32+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,Lovie_Ning,2024-08-30 15:42:05+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,H12201660197113,2024-08-30 15:37:29+00:00,@Versace Our pretty ningning,versace pretty ningning,INTP
Versace,myN1023,2024-08-30 15:37:08+00:00,@Versace 😻,versace,INTP
Versace,the0verthingker,2024-08-30 15:36:14+00:00,@Versace Got mine 😍💋,versace got mine,INTJ
Versace,aespaNingningPH,2024-08-30 15:35:09+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,kiwiaess,2024-08-30 15:32:29+00:00,@Versace watch the aespa official acc ignore this again like a simple repost for Ningning’s first global campaign wouldn’t hurt,versace watch aespa official acc ignore like simple repost ningnings first global campaign wouldnt hurt,INTJ
Versace,akipogvarkala2,2024-08-30 15:21:48+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING 
@Versace",versace ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,nnjennieilu,2024-08-30 15:20:33+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,jacky4452737239,2024-08-30 15:15:55+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,Yam201298,2024-08-30 15:14:20+00:00,@Versace Ningning 💙💙,versace style,INTP
Versace,LuxeRitzi,2024-08-30 15:09:08+00:00,@Versace ❤️❤️❤️,versace,INTP
Versace,MYaenergyisae,2024-08-30 15:07:05+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,toroimoore,2024-08-30 15:06:20+00:00,@Versace @Versace 💛💛💛💛💛,versace versace,INTP
Versace,DmmaKpop,2024-08-30 15:05:46+00:00,@Versace Knowing of this because of NingNing,versace knowing ningning,INTP
Versace,luv73190,2024-08-30 15:05:38+00:00,@Versace Ningning,versace style,INTP
Versace,mowchie138,2024-08-30 15:02:16+00:00,@Versace 🔥🔥🔥,versace,INTP
Versace,leileihaolei,2024-08-27 11:14:32+00:00,@Versace https://t.co/uoK5Dz1ucv,versace,INTP
Versace,hudiefairee,2024-08-31 10:26:06+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,98CL0UD,2024-08-31 10:18:12+00:00,@Versace ningning!!!,versace style,INTP
Versace,nvllksyhs,2024-08-31 10:14:35+00:00,"@Versace SLAYING AS ALWAYS VERSACE PRINCESS💅

#NINGNINGxVersaceKleio 
#VersaceFW24 @Versace #NINGNING",versace slaying always versace princess ningningxversacekleio versacefw24 versace ningning,INTP
Versace,iseeyougo_,2024-08-31 10:13:32+00:00,@Versace ningning and versace is just heaven made! please just stick together forever,versace ningning versace heaven made please stick together forever,INFJ
Versace,roseyy49,2024-08-31 10:13:22+00:00,"@Versace Show them how it’s done Ningning!!! 🥵🥵😍

#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace show done ningning ningningxversacekleio versacefw24 ningning versace,INTP
Versace,that_crowe,2024-08-31 10:11:14+00:00,"@Versace GIRL YOU SLAYYY

NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING 
@Versace",versace girl slayyy ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,nebu_losa_,2024-08-31 10:08:17+00:00,@Versace minhaa,versace minhaa,INTP
Versace,jiangwan12126,2024-08-31 10:08:00+00:00,@Versace Versace princess,versace versace princess,INTP
Versace,jiangwan12126,2024-08-31 10:07:55+00:00,@Versace NINGNING,versace style,INTP
Versace,jsytes0339,2024-08-31 10:07:52+00:00,"@Versace 🔥🔥🔥🔥🔥

NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,akipogvarkala2,2024-08-31 10:06:56+00:00,"@Versace She suits Versace perfectly 

#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING 
@Versace",versace suit versace perfectly ningningxversacekleio versacefw24 ningning versace,INTJ
Versace,syuzi73933752,2024-08-31 10:06:55+00:00,@Versace Versace princess,versace versace princess,INTP
Versace,syuzi73933752,2024-08-31 10:06:47+00:00,@Versace NINGNING,versace style,INTP
Versace,ALingorm71635,2024-08-31 10:01:33+00:00,"@Versace ningsace😍

NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING 
@Versace",versace ningsace ningning versace kleio orderxversacekleio versacefw24 setting versace,INTJ
Versace,aespaningningeu,2024-08-31 10:00:55+00:00,"@Versace SLAY

NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace slay ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,cndyleen__,2024-08-31 10:00:46+00:00,"@Versace NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace",versace ningning versace kleio ningningxversacekleio versacefw24 ningning versace,INTP
Versace,zoe_imnot,2024-08-31 09:54:02+00:00,@Versace 🤩🤩🤩,versace,INTP
Versace,zoe_imnot,2024-08-31 09:53:48+00:00,@Versace @roxknnroll Baby💖,versace roxknnroll baby,INTP
